Date : 2022-04-13 04:41:53
Directory : d:\updated_instagram_day_4_6\instagram
Total : 195 files,  6743 codes, 1070 comments, 1020 blanks, all 8833 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
+------------+------------+------------+------------+------------+------------+
| Dart       |        120 |      5,677 |        843 |        798 |      7,318 |
| C++        |         11 |        405 |         80 |        132 |        617 |
| JSON       |          6 |        221 |          0 |          3 |        224 |
| XML        |         42 |        162 |         46 |         12 |        220 |
| Groovy     |          3 |         91 |          3 |         25 |        119 |
| HTML       |          1 |         80 |         18 |          7 |        105 |
| YAML       |          2 |         57 |         79 |         26 |        162 |
| Markdown   |          6 |         18 |          0 |          9 |         27 |
| CMake      |          1 |         12 |          0 |          4 |         16 |
| Swift      |          1 |         12 |          0 |          2 |         14 |
| Properties |          2 |          8 |          1 |          2 |         11 |
+------------+------------+------------+------------+------------+------------+

Directories
+----------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                   | files      | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                      |        195 |      6,743 |      1,070 |      1,020 |      8,833 |
| android                                                                                                                                |         13 |        198 |         48 |         36 |        282 |
| android\app                                                                                                                            |          9 |        156 |         47 |         25 |        228 |
| android\app\src                                                                                                                        |          7 |         60 |         44 |          9 |        113 |
| android\app\src\debug                                                                                                                  |          1 |          4 |          3 |          1 |          8 |
| android\app\src\main                                                                                                                   |          5 |         52 |         38 |          7 |         97 |
| android\app\src\main\res                                                                                                               |          4 |         26 |         32 |          6 |         64 |
| android\app\src\main\res\drawable                                                                                                      |          1 |          4 |          7 |          2 |         13 |
| android\app\src\main\res\drawable-v21                                                                                                  |          1 |          4 |          7 |          2 |         13 |
| android\app\src\main\res\values                                                                                                        |          1 |          9 |          9 |          1 |         19 |
| android\app\src\main\res\values-night                                                                                                  |          1 |          9 |          9 |          1 |         19 |
| android\app\src\profile                                                                                                                |          1 |          4 |          3 |          1 |          8 |
| android\gradle                                                                                                                         |          1 |          5 |          1 |          1 |          7 |
| android\gradle\wrapper                                                                                                                 |          1 |          5 |          1 |          1 |          7 |
| assets                                                                                                                                 |         35 |         43 |          0 |          1 |         44 |
| assets\3d_caractars                                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| assets\3d_caractars\gif                                                                                                                |          1 |          1 |          0 |          0 |          1 |
| assets\icons                                                                                                                           |         33 |         41 |          0 |          1 |         42 |
| assets\splash_gif                                                                                                                      |          1 |          1 |          0 |          0 |          1 |
| ios                                                                                                                                    |          7 |        222 |          2 |          9 |        233 |
| ios\Runner                                                                                                                             |          7 |        222 |          2 |          9 |        233 |
| ios\Runner\Assets.xcassets                                                                                                             |          3 |        148 |          0 |          4 |        152 |
| ios\Runner\Assets.xcassets\AppIcon.appiconset                                                                                          |          1 |        122 |          0 |          1 |        123 |
| ios\Runner\Assets.xcassets\LaunchImage.imageset                                                                                        |          2 |         26 |          0 |          3 |         29 |
| ios\Runner\Base.lproj                                                                                                                  |          2 |         61 |          2 |          2 |         65 |
| lib                                                                                                                                    |        123 |      5,668 |        833 |        791 |      7,292 |
| lib\config                                                                                                                             |          2 |         43 |          4 |          5 |         52 |
| lib\config\routes                                                                                                                      |          1 |         29 |          4 |          3 |         36 |
| lib\config\themes                                                                                                                      |          1 |         14 |          0 |          2 |         16 |
| lib\core                                                                                                                               |          3 |         19 |          0 |          4 |         23 |
| lib\core\usecase                                                                                                                       |          1 |         17 |          0 |          4 |         21 |
| lib\data                                                                                                                               |         17 |        816 |        214 |        129 |      1,159 |
| lib\data\datasourses                                                                                                                   |          6 |        331 |          1 |         62 |        394 |
