Date : 2022-04-26 02:36:59
Directory : d:\updated_instagram_day_4_6\instagram
Total : 289 files,  14210 codes, 750 comments, 1934 blanks, all 16894 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| lib\domain\entities                                                                                                                    |          5 |         40 |          0 |          8 |         48 |
| lib\domain\repositories                                                                                                                |          7 |         82 |          0 |         20 |        102 |
| lib\domain\repositories\post                                                                                                           |          3 |         34 |          0 |          6 |         40 |
| lib\domain\repositories\post\comment                                                                                                   |          2 |         22 |          0 |          4 |         26 |
| lib\domain\usecases                                                                                                                    |         34 |        405 |          0 |        131 |        536 |
| lib\domain\usecases\authUsecase                                                                                                        |          3 |         34 |          0 |         11 |         45 |
| lib\domain\usecases\firestoreUserUseCase                                                                                               |         11 |        141 |          0 |         44 |        185 |
| lib\domain\usecases\firestoreUserUseCase\getUserInfo                                                                                   |          4 |         46 |          0 |         16 |         62 |
| lib\domain\usecases\firestoreUserUseCase\massage                                                                                       |          2 |         29 |          0 |          8 |         37 |
| lib\domain\usecases\followUseCase                                                                                                      |          2 |         20 |          0 |          8 |         28 |
| lib\domain\usecases\postUseCase                                                                                                        |         15 |        180 |          0 |         60 |        240 |
| lib\domain\usecases\postUseCase\comments                                                                                               |          9 |        111 |          0 |         36 |        147 |
| lib\domain\usecases\postUseCase\comments\getComment                                                                                    |          2 |         24 |          0 |          8 |         32 |
| lib\domain\usecases\postUseCase\comments\replies                                                                                       |          4 |         52 |          0 |         16 |         68 |
| lib\domain\usecases\postUseCase\comments\replies\likes                                                                                 |          2 |         26 |          0 |          8 |         34 |
| lib\domain\usecases\postUseCase\getPostInfo                                                                                            |          3 |         32 |          0 |         12 |         44 |
| lib\domain\usecases\postUseCase\likes                                                                                                  |          2 |         24 |          0 |          8 |         32 |
| lib\domain\usecases\storyUseCase                                                                                                       |          2 |         29 |          0 |          8 |         37 |
| lib\presentation                                                                                                                       |        124 |     10,882 |        405 |      1,300 |     12,587 |
| lib\presentation\cubit                                                                                                                 |         35 |        946 |         11 |        258 |      1,215 |
| lib\presentation\cubit\StoryCubit                                                                                                      |          2 |         67 |          0 |         16 |         83 |
| lib\presentation\cubit\bloc                                                                                                            |          3 |         70 |          0 |         18 |         88 |
| lib\presentation\cubit\blocObserver                                                                                                    |          1 |          0 |          0 |          1 |          1 |
| lib\presentation\cubit\firebaseAuthCubit                                                                                               |          2 |         61 |          0 |         16 |         77 |
| lib\presentation\cubit\firestoreUserInfoCubit                                                                                          |         11 |        328 |          2 |         82 |        412 |
| lib\presentation\cubit\firestoreUserInfoCubit\massage                                                                                  |          5 |        117 |          2 |         34 |        153 |
| lib\presentation\cubit\firestoreUserInfoCubit\massage\bloc                                                                             |          3 |         67 |          0 |         21 |         88 |
| lib\presentation\cubit\firestoreUserInfoCubit\massage\cubit                                                                            |          2 |         50 |          2 |         13 |         65 |
| lib\presentation\cubit\followCubit                                                                                                     |          2 |         48 |          0 |         14 |         62 |
| lib\presentation\cubit\postInfoCubit                                                                                                   |         14 |        372 |          9 |        111 |        492 |
| lib\presentation\cubit\postInfoCubit\commentsInfo                                                                                      |          8 |        200 |          9 |         61 |        270 |
| lib\presentation\cubit\postInfoCubit\commentsInfo\comment_likes                                                                        |          2 |         54 |          0 |         15 |         69 |
| lib\presentation\cubit\postInfoCubit\commentsInfo\repliesInfo                                                                          |          4 |        103 |          0 |         30 |        133 |
| lib\presentation\cubit\postInfoCubit\commentsInfo\repliesInfo\replyLikes                                                               |          2 |         49 |          0 |         15 |         64 |
| lib\presentation\cubit\postInfoCubit\postLikes                                                                                         |          2 |         49 |          0 |         14 |         63 |
| lib\presentation\customPackages                                                                                                        |          5 |      1,035 |         94 |        177 |      1,306 |
| lib\presentation\customPackages\story_view                                                                                             |          5 |      1,035 |         94 |        177 |      1,306 |
| lib\presentation\pages                                                                                                                 |         17 |      2,817 |         38 |        218 |      3,073 |
| lib\presentation\screens                                                                                                               |          1 |         97 |          0 |          6 |        103 |
| lib\presentation\widgets                                                                                                               |         66 |      5,987 |        262 |        641 |      6,890 |
| lib\presentation\widgets\mmmmmmmmmm                                                                                                    |         38 |      3,030 |        213 |        380 |      3,623 |
| lib\presentation\widgets\mmmmmmmmmm\lib                                                                                                |         37 |      3,030 |        213 |        379 |      3,622 |
| lib\presentation\widgets\mmmmmmmmmm\lib\app                                                                                            |         12 |        485 |         94 |         96 |        675 |
| lib\presentation\widgets\mmmmmmmmmm\lib\app\navigation                                                                                 |          3 |         53 |         12 |         16 |         81 |
| lib\presentation\widgets\mmmmmmmmmm\lib\app\state                                                                                      |          5 |        200 |         48 |         44 |        292 |
| lib\presentation\widgets\mmmmmmmmmm\lib\app\state\models                                                                               |          2 |         85 |         13 |         19 |        117 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components                                                                                     |         24 |      2,538 |        119 |        280 |      2,937 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components\app_widgets                                                                         |          5 |        401 |         44 |         61 |        506 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components\comments                                                                            |          4 |        490 |         33 |         60 |        583 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components\comments\state                                                                      |          2 |         45 |         27 |         17 |         89 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components\home                                                                                |          2 |        156 |          8 |         20 |        184 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components\login                                                                               |          2 |         80 |          4 |          9 |         93 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components\new_post                                                                            |          2 |        191 |          3 |         23 |        217 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components\profile                                                                             |          3 |        451 |          9 |         28 |        488 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components\search                                                                              |          2 |        155 |          3 |         20 |        178 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components\timeline                                                                            |          4 |        614 |         15 |         59 |        688 |
| lib\presentation\widgets\mmmmmmmmmm\lib\components\timeline\widgets                                                                    |          2 |        430 |         11 |         39 |        480 |
| test                                                                                                                                   |          1 |         14 |         10 |          7 |         31 |
| web                                                                                                                                    |          2 |        115 |         18 |          8 |        141 |
| windows                                                                                                                                |         11 |        416 |         80 |        135 |        631 |
| windows\flutter                                                                                                                        |          3 |         20 |          9 |         15 |         44 |
| windows\runner                                                                                                                         |          8 |        396 |         71 |        120 |        587 |
+----------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                               | language   | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| d:\updated_instagram_day_4_6\instagram\README.md                                                                                       | Markdown   |         10 |          0 |          7 |         17 |
| d:\updated_instagram_day_4_6\instagram\analysis_options.yaml                                                                           | YAML       |          6 |         25 |          4 |         35 |
| d:\updated_instagram_day_4_6\instagram\android\app\build.gradle                                                                        | Groovy     |         57 |          3 |         16 |         76 |
| d:\updated_instagram_day_4_6\instagram\android\app\google-services.json                                                                | JSON       |         39 |          0 |          0 |         39 |
| d:\updated_instagram_day_4_6\instagram\android\app\src\debug\AndroidManifest.xml                                                       | XML        |          4 |          3 |          1 |          8 |
| d:\updated_instagram_day_4_6\instagram\android\app\src\main\AndroidManifest.xml                                                        | XML        |         29 |          6 |          2 |         37 |
| d:\updated_instagram_day_4_6\instagram\android\app\src\main\res\drawable-v21\launch_background.xml                                     | XML        |          4 |          7 |          2 |         13 |
| d:\updated_instagram_day_4_6\instagram\android\app\src\main\res\drawable\launch_background.xml                                         | XML        |          4 |          7 |          2 |         13 |
| d:\updated_instagram_day_4_6\instagram\android\app\src\main\res\values-night\styles.xml                                                | XML        |          9 |          9 |          1 |         19 |
| d:\updated_instagram_day_4_6\instagram\android\app\src\main\res\values\styles.xml                                                      | XML        |          9 |          9 |          1 |         19 |
| d:\updated_instagram_day_4_6\instagram\android\app\src\profile\AndroidManifest.xml                                                     | XML        |          4 |          3 |          1 |          8 |
| d:\updated_instagram_day_4_6\instagram\android\build.gradle                                                                            | Groovy     |         26 |          0 |          5 |         31 |
| d:\updated_instagram_day_4_6\instagram\android\gradle.properties                                                                       | Properties |          3 |          0 |          1 |          4 |
| d:\updated_instagram_day_4_6\instagram\android\gradle\wrapper\gradle-wrapper.properties                                                | Properties |          5 |          1 |          1 |          7 |
| d:\updated_instagram_day_4_6\instagram\android\settings.gradle                                                                         | Groovy     |          8 |          0 |          4 |         12 |
| d:\updated_instagram_day_4_6\instagram\assets\3d_caractars\gif\business-investor-gaining-profit-from-investment.json                   | JSON       |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\activity.svg                                                                       | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\add-instagram-story.svg                                                            | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\add.svg                                                                            | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\archive.svg                                                                        | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\birthday-cake.svg                                                                  | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\calendar.svg                                                                       | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\cancel.svg                                                                         | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\cancel_blod.svg                                                                    | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\close_friends.svg                                                                  | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\comment.svg                                                                        | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\gallery.svg                                                                        | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\gallery_blod.svg                                                                   | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\grid.svg                                                                           | XML        |          5 |          0 |          0 |          5 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\heart.svg                                                                          | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\house_black.svg                                                                    | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\house_white.svg                                                                    | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\instagram-highlight-story.svg                                                      | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\instagram.svg                                                                      | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\link.svg                                                                           | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\live-streaming.svg                                                                 | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\logo_instagram.svg                                                                 | XML        |          4 |          0 |          1 |          5 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\menu.svg                                                                           | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\menu_horizontal.svg                                                                | XML        |          2 |          0 |          0 |          2 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\microphone.svg                                                                     | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\microphone_black.svg                                                               | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\minus.svg                                                                          | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\paper-plane-right.svg                                                              | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\paper_plane_right.svg                                                              | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\paper_plane_right_blod.svg                                                         | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\phone.svg                                                                          | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\phone_blod.svg                                                                     | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\qr-code1.svg                                                                       | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\qr-code2.svg                                                                       | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\save.svg                                                                           | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\search.svg                                                                         | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\send.svg                                                                           | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\settings.svg                                                                       | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\share.svg                                                                          | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\shop_black.svg                                                                     | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\shop_white.svg                                                                     | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\sticker.svg                                                                        | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\sticker_black.svg                                                                  | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\sticker_blod.svg                                                                   | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\video.svg                                                                          | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\video_point.svg                                                                    | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\icons\warning.svg                                                                        | XML        |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\assets\splash_gif\instagram.json                                                                | JSON       |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\ios\Runner\AppDelegate.swift                                                                    | Swift      |         12 |          0 |          2 |         14 |
| d:\updated_instagram_day_4_6\instagram\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                                     | JSON       |        122 |          0 |          1 |        123 |
| d:\updated_instagram_day_4_6\instagram\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json                                   | JSON       |         23 |          0 |          1 |         24 |
| d:\updated_instagram_day_4_6\instagram\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md                                       | Markdown   |          3 |          0 |          2 |          5 |
| d:\updated_instagram_day_4_6\instagram\ios\Runner\Base.lproj\LaunchScreen.storyboard                                                   | XML        |         36 |          1 |          1 |         38 |
| d:\updated_instagram_day_4_6\instagram\ios\Runner\Base.lproj\Main.storyboard                                                           | XML        |         25 |          1 |          1 |         27 |
| d:\updated_instagram_day_4_6\instagram\ios\Runner\Runner-Bridging-Header.h                                                             | C++        |          1 |          0 |          1 |          2 |
| d:\updated_instagram_day_4_6\instagram\lib\config\routes\app_routes.dart                                                               | Dart       |         26 |          7 |          3 |         36 |
| d:\updated_instagram_day_4_6\instagram\lib\config\themes\app_theme.dart                                                                | Dart       |         14 |          0 |          2 |         16 |
| d:\updated_instagram_day_4_6\instagram\lib\core\definition.md                                                                          | Markdown   |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\lib\core\globall.dart                                                                           | Dart       |         61 |         38 |         11 |        110 |
| d:\updated_instagram_day_4_6\instagram\lib\core\resources\assets_manager.dart                                                          | Dart       |         22 |          0 |          5 |         27 |
| d:\updated_instagram_day_4_6\instagram\lib\core\resources\color_manager.dart                                                           | Dart       |         14 |          0 |          2 |         16 |
| d:\updated_instagram_day_4_6\instagram\lib\core\resources\font_manager.dart                                                            | Dart       |         20 |          0 |          4 |         24 |
| d:\updated_instagram_day_4_6\instagram\lib\core\resources\strings_manager.dart                                                         | Dart       |         52 |          0 |          8 |         60 |
| d:\updated_instagram_day_4_6\instagram\lib\core\resources\styles_manager.dart                                                          | Dart       |         50 |          0 |          9 |         59 |
| d:\updated_instagram_day_4_6\instagram\lib\core\usecase\usecase.dart                                                                   | Dart       |         20 |          0 |          4 |         24 |
| d:\updated_instagram_day_4_6\instagram\lib\core\utility\constant.dart                                                                  | Dart       |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\lib\data\datasourses\remote\firebase_auth.dart                                                  | Dart       |         18 |          0 |          6 |         24 |
| d:\updated_instagram_day_4_6\instagram\lib\data\datasourses\remote\firebase_storage.dart                                               | Dart       |         22 |          0 |          3 |         25 |
| d:\updated_instagram_day_4_6\instagram\lib\data\datasourses\remote\firestore_user_info.dart                                            | Dart       |        143 |          0 |         20 |        163 |
| d:\updated_instagram_day_4_6\instagram\lib\data\datasourses\remote\post\comment\firestore_comment.dart                                 | Dart       |         74 |          0 |         13 |         87 |
| d:\updated_instagram_day_4_6\instagram\lib\data\datasourses\remote\post\comment\firestore_reply.dart                                   | Dart       |         51 |          0 |         11 |         62 |
| d:\updated_instagram_day_4_6\instagram\lib\data\datasourses\remote\post\firestore_post.dart                                            | Dart       |         77 |         11 |         15 |        103 |
| d:\updated_instagram_day_4_6\instagram\lib\data\datasourses\remote\story\firestore_story.dart                                          | Dart       |         42 |          0 |          6 |         48 |
| d:\updated_instagram_day_4_6\instagram\lib\data\models\comment.dart                                                                    | Dart       |         65 |          0 |         12 |         77 |
| d:\updated_instagram_day_4_6\instagram\lib\data\models\massage.dart                                                                    | Dart       |         53 |          0 |          6 |         59 |
| d:\updated_instagram_day_4_6\instagram\lib\data\models\parent_post.dart                                                                | Dart       |         19 |          0 |          3 |         22 |
| d:\updated_instagram_day_4_6\instagram\lib\data\models\post.dart                                                                       | Dart       |         50 |          0 |          4 |         54 |
| d:\updated_instagram_day_4_6\instagram\lib\data\models\specific_users_info.dart                                                        | Dart       |          9 |          0 |          3 |         12 |
| d:\updated_instagram_day_4_6\instagram\lib\data\models\story.dart                                                                      | Dart       |         50 |          0 |          4 |         54 |
| d:\updated_instagram_day_4_6\instagram\lib\data\models\user_personal_info.dart                                                         | Dart       |         58 |          0 |          5 |         63 |
| d:\updated_instagram_day_4_6\instagram\lib\data\repositories_impl\firebase_auth_repository_impl.dart                                   | Dart       |         36 |          0 |          4 |         40 |
| d:\updated_instagram_day_4_6\instagram\lib\data\repositories_impl\firestore_story_repo_impl.dart                                       | Dart       |         35 |          0 |          3 |         38 |
| d:\updated_instagram_day_4_6\instagram\lib\data\repositories_impl\firestore_user_repo_impl.dart                                        | Dart       |        157 |          5 |         17 |        179 |
| d:\updated_instagram_day_4_6\instagram\lib\data\repositories_impl\post\comment\firestore_comment_repo_impl.dart                        | Dart       |         56 |          0 |          8 |         64 |
| d:\updated_instagram_day_4_6\instagram\lib\data\repositories_impl\post\comment\firestore_reply_repo_impl.dart                          | Dart       |         53 |          0 |          7 |         60 |
| d:\updated_instagram_day_4_6\instagram\lib\data\repositories_impl\post\firestore_post_repo_impl.dart                                   | Dart       |         65 |          0 |          7 |         72 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\entities\definition.md                                                               | Markdown   |          2 |          0 |          0 |          2 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\entities\followed_user_info.dart                                                     | Dart       |         12 |          0 |          2 |         14 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\entities\followers_user_info.dart                                                    | Dart       |         12 |          0 |          2 |         14 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\entities\registered_user.dart                                                        | Dart       |          5 |          0 |          2 |          7 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\entities\unregistered_user.dart                                                      | Dart       |          9 |          0 |          2 |         11 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\repositories\auth_repository.dart                                                    | Dart       |          8 |          0 |          2 |         10 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\repositories\definition.md                                                           | Markdown   |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\repositories\post\comment\comment_repository.dart                                    | Dart       |         12 |          0 |          2 |         14 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\repositories\post\comment\reply_repository.dart                                      | Dart       |         10 |          0 |          2 |         12 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\repositories\post\post_repository.dart                                               | Dart       |         12 |          0 |          2 |         14 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\repositories\story_repository.dart                                                   | Dart       |          9 |          0 |          2 |         11 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\repositories\user_repository.dart                                                    | Dart       |         30 |          0 |         10 |         40 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\authUsecase\log_in_auth_usecase.dart                                        | Dart       |         12 |          0 |          4 |         16 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\authUsecase\sign_out_auth_usecase.dart                                      | Dart       |         10 |          0 |          4 |         14 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\authUsecase\sign_up_auth_usecase.dart                                       | Dart       |         12 |          0 |          3 |         15 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\definition.md                                                               | Markdown   |          1 |          0 |          0 |          1 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\firestoreUserUseCase\add_new_user_usecase.dart                              | Dart       |         11 |          0 |          4 |         15 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\firestoreUserUseCase\add_post_to_user.dart                                  | Dart       |         14 |          0 |          4 |         18 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\firestoreUserUseCase\add_story_to_user.dart                                 | Dart       |         14 |          0 |          4 |         18 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\firestoreUserUseCase\getUserInfo\get_followers_and_followings_usecase.dart  | Dart       |         12 |          0 |          4 |         16 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\firestoreUserUseCase\getUserInfo\get_specific_users_usecase.dart            | Dart       |         12 |          0 |          4 |         16 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\firestoreUserUseCase\getUserInfo\get_user_from_user_name.dart               | Dart       |         11 |          0 |          4 |         15 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\firestoreUserUseCase\getUserInfo\get_user_info_usecase.dart                 | Dart       |         11 |          0 |          4 |         15 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\firestoreUserUseCase\massage\add_massage.dart                               | Dart       |         18 |          0 |          4 |         22 |
| d:\updated_instagram_day_4_6\instagram\lib\domain\usecases\firestoreUserUseCase\massage\get_massages.dart                              | Dart       |         11 |          0 |          4 |         15 |
